ESR1	MYO1B
ESR1	BLCAP
ESR1	TMEM254
ESR1	RAP2C
ESR1	ZNF398
ESR1	ARSB
ESR1	KIF1A
ESR1	MYH14
ESR1	FHL2
ESR1	SMAD3
ESR1	TOP2A
FHL2	ATF3
SMAD3	ST6GALNAC2
SMAD3	ZNF329
SMAD3	S100A4
SMAD3	SQRDL
SMAD3	CFDP1
SMAD3	HMGA2
SMAD3	LEMD3
SMAD3	ZDHHC4
SMAD3	ATF3
SMAD3	FHL2
CDK1	HMGA2
CDK1	CEP55
CDK1	MCM4
CDK1	CDKN3
CDK1	TOP2A
MCM4	MCM8
MCM4	CLUH
MCM4	DBF4
MCM4	MMS22L
MCM4	L3MBTL1
MCM4	HAUS1
MCM3	DBF4
MCM3	MMS22L
MCM3	L3MBTL1
MCM3	HAUS1
MCM3	SNCG
SNCG	SNRPN
SNCG	BUB1B
BUB1B	ZWINT
BUB1B	PNMA2
